month,wet_bulb_temperature
1982-01,23.45604838709677
1982-02,24.297619047619047
1982-03,24.811559139784944
1982-04,25.10375
1982-05,25.689650537634407
1982-06,25.729305555555552
1982-07,25.107258064516127
1982-08,25.02755376344086
1982-09,25.243055555555557
1982-10,24.90067204301075
1982-11,25.068888888888885
1982-12,24.621639784946236
1983-01,24.554973118279573
1983-02,24.97440476190476
1983-03,25.439247311827955
1983-04,26.09347222222222
1983-05,25.95685483870968
1983-06,25.872500000000002
1983-07,25.422043010752688
1983-08,25.54959677419355
1983-09,25.13722222222222
1983-10,25.239247311827956
1983-11,24.687638888888888
1983-12,23.882526881720427
1984-01,23.667876344086025
1984-02,24.00991379310345
1984-03,24.6002688172043
1984-04,25.178472222222222
1984-05,25.15645161290323
1984-06,25.2575
1984-07,24.984274193548387
1984-08,25.241935483870968
1984-09,24.65791666666667
1984-10,25.00712365591398
1984-11,24.650138888888886
1984-12,24.245833333333334
1985-01,24.091129032258063
1985-02,24.892857142857142
1985-03,24.92822580645161
1985-04,25.28291666666667
1985-05,25.736962365591395
1985-06,25.32333333333333
1985-07,24.738575268817204
1985-08,25.07983870967742
1985-09,24.693055555555556
1985-10,24.6747311827957
1985-11,24.571805555555557
1985-12,24.273118279569893
1986-01,23.615591397849464
1986-02,23.99955357142857
1986-03,24.6747311827957
1986-04,25.42013888888889
1986-05,25.686155913978496
1986-06,25.542222222222225
1986-07,25.11209677419355
1986-08,25.126478494623655
1986-09,24.64486111111111
1986-10,24.90537634408602
1986-11,24.504583333333333
1986-12,24.403494623655916
1987-01,23.70255376344086
1987-02,23.781994047619047
1987-03,25.19475806451613
1987-04,25.573194444444447
1987-05,25.55766129032258
1987-06,26.001527777777774
1987-07,25.540188172043013
1987-08,25.20483870967742
1987-09,25.21027777777778
1987-10,25.403897849462364
1987-11,25.099861111111114
1987-12,24.40981182795699
1988-01,24.706989247311828
1988-02,24.87528735632184
1988-03,25.28682795698925
1988-04,25.7025
1988-05,26.008467741935483
1988-06,25.459305555555556
1988-07,25.204435483870967
1988-08,25.002150537634407
1988-09,25.004722222222224
1988-10,25.170295698924733
1988-11,24.58527777777778
1988-12,23.718413978494624
1989-01,24.39704301075269
1989-02,23.703869047619047
1989-03,24.72204301075269
1989-04,25.190555555555555
1989-05,25.4755376344086
1989-06,25.19611111111111
1989-07,25.386559139784943
1989-08,24.966397849462364
1989-09,24.846249999999998
1989-10,24.87983870967742
1989-11,24.7975
1989-12,24.37889784946237
1990-01,24.04731182795699
1990-02,24.96175595238095
1990-03,25.07956989247312
1990-04,25.885972222222225
1990-05,25.933064516129033
1990-06,25.693888888888885
1990-07,25.131048387096776
1990-08,25.5747311827957
1990-09,24.9775
1990-10,25.24516129032258
1990-11,24.983611111111113
1990-12,24.47231182795699
1991-01,24.58454301075269
1991-02,24.620386904761908
1991-03,25.046370967741936
1991-04,25.61513888888889
1991-05,25.91021505376344
1991-06,25.97041666666667
1991-07,25.533736559139783
1991-08,25.4
1991-09,25.269305555555558
1991-10,24.985483870967744
1991-11,24.49291666666667
1991-12,24.43938172043011
1992-01,24.29274193548387
1992-02,24.784913793103446
1992-03,25.50577956989247
1992-04,25.965
1992-05,25.8505376344086
1992-06,25.671666666666663
1992-07,25.1630376344086
1992-08,25.18978494623656
1992-09,25.035694444444445
1992-10,24.988306451612903
1992-11,24.479999999999997
1992-12,24.283467741935485
1993-01,24.335752688172043
1993-02,24.083035714285714
1993-03,24.861021505376343
1993-04,25.485416666666666
1993-05,25.850403225806453
1993-06,25.831666666666667
1993-07,25.60470430107527
1993-08,25.729032258064517
1993-09,25.335
1993-10,25.36599462365591
1993-11,25.185555555555553
1993-12,24.86532258064516
1994-01,24.526344086021503
1994-02,24.952976190476193
1994-03,25.100403225806453
1994-04,25.803333333333335
1994-05,26.023655913978494
1994-06,25.833194444444448
1994-07,25.547580645161293
1994-08,25.402419354838713
1994-09,25.410833333333333
1994-10,25.294758064516127
1994-11,25.15263888888889
1994-12,24.94327956989247
1995-01,24.95779569892473
1995-02,24.79925595238095
1995-03,25.396102150537637
1995-04,25.946805555555557
1995-05,26.279301075268815
1995-06,26.335694444444446
1995-07,25.65215053763441
1995-08,25.47271505376344
1995-09,25.764305555555556
1995-10,25.463575268817205
1995-11,25.218611111111112
1995-12,24.549059139784948
1996-01,24.08521505376344
1996-02,24.44942528735632
1996-03,25.12889784946237
1996-04,25.83888888888889
1996-05,26.278494623655916
1996-06,26.14916666666667
1996-07,25.853763440860217
1996-08,25.179032258064517
1996-09,25.317222222222224
1996-10,25.179973118279573
1996-11,25.067777777777778
1996-12,24.34032258064516
1997-01,23.996774193548386
1997-02,24.758482142857144
1997-03,25.227688172043013
1997-04,25.68263888888889
1997-05,26.157526881720432
1997-06,25.96847222222222
1997-07,25.524327956989247
1997-08,25.7252688172043
1997-09,25.580277777777777
1997-10,25.561693548387098
1997-11,25.43972222222222
1997-12,25.358467741935485
1998-01,25.736424731182797
1998-02,25.87827380952381
1998-03,26.263440860215052
1998-04,26.697222222222223
1998-05,26.913978494623656
1998-06,26.106944444444444
1998-07,25.640860215053763
1998-08,25.504435483870967
1998-09,25.755277777777778
1998-10,25.591397849462364
1998-11,25.448749999999997
1998-12,25.08508064516129
1999-01,25.05483870967742
1999-02,24.86636904761905
1999-03,25.45228494623656
1999-04,25.886805555555554
1999-05,25.910618279569892
1999-06,25.735972222222223
1999-07,25.40255376344086
1999-08,25.37244623655914
1999-09,25.40402777777778
1999-10,25.106182795698924
1999-11,25.14402777777778
1999-12,24.823924731182796
2000-01,24.6377688172043
2000-02,24.785344827586204
2000-03,25.315188172043012
2000-04,25.554305555555555
2000-05,26.170698924731184
2000-06,25.51236111111111
2000-07,25.746370967741935
2000-08,25.354569892473116
2000-09,25.6075
2000-10,25.331989247311828
2000-11,25.583194444444448
2000-12,25.335887096774197
2001-01,24.856854838709676
2001-02,24.788095238095234
2001-03,25.350806451612904
2001-04,25.86472222222222
2001-05,26.47056451612903
2001-06,25.77097222222222
2001-07,25.7880376344086
2001-08,25.804973118279573
2001-09,25.575833333333332
2001-10,25.423387096774192
2001-11,25.157083333333333
2001-12,24.94233870967742
2002-01,24.83279569892473
2002-02,24.705357142857142
2002-03,25.528494623655916
2002-04,26.13722222222222
2002-05,26.417473118279567
2002-06,26.222638888888888
2002-07,26.05510752688172
2002-08,25.624193548387098
2002-09,25.545555555555556
2002-10,25.838306451612905
2002-11,25.49833333333333
2002-12,25.680779569892472
2003-01,24.92970430107527
2003-02,25.087648809523813
2003-03,25.84704301075269
2003-04,26.094305555555557
2003-05,26.612903225806452
2003-06,25.94916666666667
2003-07,25.634543010752687
2003-08,25.924865591397847
2003-09,25.566666666666666
2003-10,25.548521505376343
2003-11,25.443055555555556
2003-12,24.87150537634409
2004-01,25.08225806451613
2004-02,24.958189655172415
2004-03,25.739919354838708
2004-04,26.369027777777777
2004-05,26.447580645161292
2004-06,26.183611111111112
2004-07,25.38817204301075
2004-08,25.537365591397847
2004-09,25.570277777777775
2004-10,25.57338709677419
2004-11,25.41375
2004-12,24.87244623655914
2005-01,24.395967741935483
2005-02,25.330357142857142
2005-03,25.70577956989247
2005-04,26.036805555555556
2005-05,26.366532258064517
2005-06,26.405694444444443
2005-07,25.849865591397847
2005-08,25.900134408602153
2005-09,25.996111111111112
2005-10,25.58185483870968
2005-11,25.43236111111111
2005-12,25.326478494623657
2006-01,24.865591397849464
2006-02,25.37842261904762
2006-03,25.692204301075268
2006-04,25.854444444444447
2006-05,26.103629032258063
2006-06,25.99152777777778
2006-07,26.21155913978495
2006-08,25.854569892473116
2006-09,25.40486111111111
2006-10,25.69327956989247
2006-11,25.550416666666667
2006-12,25.12217741935484
2007-01,24.72083333333333
2007-02,24.870535714285715
2007-03,25.42043010752688
2007-04,26.00986111111111
2007-05,26.221236559139783
2007-06,26.059583333333336
2007-07,25.697580645161292
2007-08,25.4252688172043
2007-09,25.593194444444443
2007-10,25.488575268817204
2007-11,25.105833333333333
2007-12,24.704301075268816
2008-01,24.903360215053763
2008-02,24.427298850574715
2008-03,24.830510752688173
2008-04,25.641805555555553
2008-05,25.849596774193547
2008-06,25.66333333333333
2008-07,25.311155913978496
2008-08,25.284408602150535
2008-09,25.344722222222224
2008-10,25.546505376344083
2008-11,25.379583333333333
2008-12,24.690591397849463
2009-01,23.982795698924733
2009-02,24.64627976190476
2009-03,25.2
2009-04,26.000694444444445
2009-05,26.366666666666667
2009-06,26.281666666666666
2009-07,25.6002688172043
2009-08,25.64354838709677
2009-09,25.86611111111111
2009-10,25.861424731182797
2009-11,25.274583333333336
2009-12,25.261693548387097
2010-01,25.016397849462365
2010-02,25.641964285714288
2010-03,25.731989247311827
2010-04,26.349444444444444
2010-05,26.713575268817205
2010-06,26.11875
2010-07,25.6497311827957
2010-08,25.741263440860216
2010-09,25.610833333333332
2010-10,25.80282258064516
2010-11,25.448611111111113
2010-12,24.836290322580645
2011-01,24.433467741935484
2011-02,24.69151785714286
2011-03,25.072311827956987
2011-04,25.689999999999998
2011-05,26.479166666666668
2011-06,26.13875
2011-07,26.110483870967744
2011-08,25.56048387096774
2011-09,25.50986111111111
2011-10,25.508198924731182
2011-11,25.45347222222222
2011-12,25.062634408602147
2012-01,25.007930107526885
2012-02,25.257183908045977
2012-03,25.314247311827955
2012-04,25.57111111111111
2012-05,25.842473118279568
2012-06,25.799305555555556
2012-07,25.18494623655914
2012-08,25.202016129032256
2012-09,25.150555555555556
2012-10,25.155779569892474
2012-11,25.138472222222223
2012-12,24.978494623655912
2013-01,24.62849462365591
2013-02,24.79285714285714
2013-03,25.5497311827957
2013-04,25.81625
2013-05,25.848387096774193
2013-06,25.30388888888889
2013-07,25.04193548387097
2013-08,25.04422043010753
2013-09,25.012916666666666
2013-10,24.95766129032258
2013-11,25.066666666666666
2013-12,24.609139784946237
2014-01,23.391129032258064
2014-02,23.708333333333332
2014-03,24.54462365591398
2014-04,25.461805555555557
2014-05,25.811424731182797
2014-06,25.880972222222223
2014-07,25.704704301075267
2014-08,24.933198924731183
2014-09,25.079583333333332
2014-10,25.170295698924733
2014-11,25.094722222222224
2014-12,24.71545698924731
2015-01,23.8377688172043
2015-02,23.633035714285715
2015-03,24.765860215053763
2015-04,25.373055555555553
2015-05,25.795564516129033
2015-06,25.58625
2015-07,25.54422043010753
2015-08,25.17755376344086
2015-09,25.183611111111112
2015-10,25.2127688172043
2015-11,25.090416666666666
2015-12,25.13037634408602
2016-01,25.472580645161287
2016-02,24.938505747126438
2016-03,25.40456989247312
2016-04,25.945277777777775
2016-05,26.075806451612905
2016-06,25.419166666666666
2016-07,25.259543010752687
2016-08,25.236155913978497
2016-09,24.610138888888887
2016-10,24.35282258064516
2016-11,24.353194444444444
2016-12,23.570833333333333
2017-01,24.893010752688173
2017-02,24.679464285714282
2017-03,24.988440860215057
2017-04,25.54638888888889
2017-05,26.114650537634407
2017-06,25.75847222222222
2017-07,25.50577956989247
2017-08,25.39059139784946
2017-09,25.380555555555556
2017-10,25.47970430107527
2017-11,25.229999999999997
2017-12,25.010080645161292
2018-01,24.34543010752688
2018-02,24.058630952380952
2018-03,24.96532258064516
2018-04,25.470000000000002
2018-05,25.72244623655914
2018-06,25.57097222222222
2018-07,25.403091397849465
2018-08,25.324596774193548
2018-09,24.81625
2018-10,25.083870967741937
2018-11,25.04638888888889
2018-12,25.06532258064516
2019-01,24.605376344086025
2019-02,24.58169642857143
2019-03,24.7375
2019-04,25.502777777777776
2019-05,26.34193548387097
2019-06,25.61277777777778
2019-07,25.546505376344083
2019-08,25.14758064516129
2019-09,25.17666666666667
2019-10,25.08306451612903
2019-11,25.128194444444443
2019-12,24.581317204301076
2020-01,24.690725806451614
2020-02,24.543390804597703
2020-03,25.122580645161293
2020-04,25.509722222222223
2020-05,26.02405913978495
2020-06,25.440416666666664
2020-07,25.021639784946235
2020-08,25.113844086021505
2020-09,24.719305555555557
2020-10,24.916263440860217
2020-11,24.803055555555556
2020-12,24.651612903225807
2021-01,23.73333333333333
2021-02,23.745386904761904
2021-03,24.68938172043011
2021-04,25.122500000000002
2021-05,25.861424731182797
2021-06,25.489305555555553
2021-07,25.36922043010753
2021-08,24.96317204301075
2021-09,25.195833333333333
2021-10,25.493682795698923
2021-11,25.111944444444443
2021-12,24.95604838709677
2022-01,24.380913978494625
2022-02,24.64985119047619
2022-03,25.253225806451614
2022-04,25.375416666666666
2022-05,25.881317204301077
2022-06,25.118055555555557
2022-07,25.43911290322581
2022-08,25.072311827956987
2022-09,24.83388888888889
2022-10,24.688575268817203
2022-11,24.674305555555556
